id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
3329,0.236782,udp,ssh,ECO,7,9,30.0,29.0,10.351,128,254,2022.764,2615.248,2,1,6.249,10.905,0.578,3.727,255,2500296289,132747735,0,0.026285,0.006,0.0159,79.8,1.4,1,150.0,3,4,2,1,3,3,0,0,0,2,0,0,Normal,0
3330,0.515174,udp,smtp,RST,16,10,172.0,155.0,1.066,128,31,666.944,1058.377,1,1,0.458,7.635,9.278,5.267,255,2322669117,3257671673,255,0.00689,0.014881,0.006952,23.5,128.5,0,39.0,1,1,1,3,2,5,0,0,0,5,6,0,Normal,0
3331,0.423251,tcp,dns,RST,37,5,535.0,1997.0,50.271,31,254,75.162,525.997,1,0,12.975,10.761,3.062,4.195,0,3581154486,3210196488,255,0.037054,0.001349,0.002141,145.8,88.5,0,391.0,0,1,1,4,2,4,0,0,0,2,1,0,Analysis,1
3332,0.821429,tcp,-,RST,12,7,58.0,403.0,80.502,254,31,179.176,1189.547,2,2,19.225,15.899,13.288,6.547,0,1292895977,1865773593,0,0.044071,0.021899,0.001083,67.6,69.4,0,557.0,5,1,0,5,4,1,1,0,0,6,3,0,Normal,0
3333,1.47264,tcp,http,RST,8,6,281.0,241.0,12.718,254,128,1388.904,548.326,2,3,18.063,3.318,0.116,0.449,0,3132621716,2894734004,255,0.123436,0.00785,0.038143,32.7,322.1,1,169.0,1,3,1,3,2,1,1,0,0,3,5,0,Normal,0
3334,0.923791,tcp,-,RST,13,10,168.0,264.0,14.609,254,62,865.579,7.742,0,0,28.064,4.182,14.028,9.748,0,3839946496,4212367068,255,0.092009,0.008969,0.015098,294.2,54.9,0,58.0,2,3,4,3,4,1,0,0,0,2,5,0,Normal,0
3335,0.11557,tcp,dns,FIN,12,9,167.0,188.0,3.683,62,254,307.812,314.814,1,1,20.16,20.715,0.773,11.017,0,3600535960,799304253,0,0.029031,0.000282,0.000984,0.5,21.4,0,560.0,2,2,3,2,2,2,0,0,0,1,3,0,Normal,0
3336,0.731259,tcp,ftp,FIN,10,6,425.0,140.0,70.853,128,62,912.473,1066.916,1,2,1.471,4.35,9.909,0.512,0,455796867,3587564416,255,0.074533,0.003388,0.000943,44.0,12.4,0,237.0,8,1,2,2,1,2,0,0,1,2,1,0,Normal,0
3337,0.524163,tcp,-,INT,7,8,561.0,26.0,38.818,62,62,1709.478,2006.751,0,2,1.417,10.375,10.905,1.885,0,3759952642,3990594254,255,0.03732,0.04366,0.074859,71.6,167.7,1,261.0,0,3,4,0,2,1,0,0,0,2,4,0,Normal,0
3338,0.342539,icmp,smtp,FIN,23,6,707.0,341.0,54.655,128,254,611.562,807.055,1,1,1.434,8.294,0.939,5.207,255,798455537,1115805668,0,0.020822,0.020787,0.001881,42.4,4.8,0,495.0,5,3,3,5,3,1,1,0,0,3,3,0,DoS,1
3339,0.14785,udp,ftp,INT,11,10,38.0,870.0,2.077,254,31,788.475,1622.225,2,0,13.999,8.333,1.325,2.768,255,1853683930,3681175715,255,0.103562,0.006736,0.012531,24.1,136.8,0,147.0,4,0,4,3,4,2,0,0,1,3,2,1,Normal,0
3340,0.690673,udp,dhcp,CON,5,5,212.0,920.0,92.76,62,62,1068.373,329.823,1,0,14.897,8.946,11.558,4.756,0,3875041532,87905570,0,0.073092,0.01525,0.056181,193.2,62.8,0,13.0,2,3,1,5,0,2,0,1,1,2,3,0,Normal,0
3341,0.230289,udp,dns,ECO,14,7,353.0,22.0,8.849,128,128,109.621,828.146,1,2,3.776,25.071,2.693,4.912,0,2217003120,40916573,0,0.14291,0.083992,0.027006,151.9,125.1,0,593.0,4,1,2,3,1,3,0,0,0,0,3,0,Normal,0
3342,0.000673,udp,-,REQ,23,7,111.0,12.0,16.273,128,254,290.738,254.915,0,0,1.963,0.827,14.473,3.357,255,3643921873,1673170543,255,0.049059,0.003842,0.006128,180.0,22.4,0,182.0,6,2,3,0,6,2,0,0,0,1,3,0,Fuzzers,1
3343,0.602882,tcp,ssh,FIN,8,9,553.0,630.0,5.492,31,254,3029.935,60.501,0,0,2.733,10.958,1.423,0.951,255,2946135657,143284846,0,0.048187,0.027675,0.06788,19.0,2.0,0,384.0,2,1,5,4,0,3,0,0,0,1,6,1,Normal,0
3344,0.162077,udp,ssh,REQ,2,11,91.0,222.0,13.739,254,62,689.838,175.316,1,1,1.515,6.553,21.222,0.909,0,3219607921,3103025919,0,0.006255,0.01991,0.024243,154.2,3.1,0,10.0,3,3,2,0,3,3,0,0,1,3,2,0,Normal,0
3345,0.928334,tcp,dhcp,RST,3,9,295.0,535.0,26.183,31,62,783.67,810.609,0,1,12.09,11.595,0.713,0.532,0,3449180825,511581559,0,0.022527,0.023716,0.006348,137.9,59.6,1,141.0,5,2,1,2,4,5,0,0,0,2,1,0,Normal,0
3346,0.982853,tcp,ssh,CON,29,9,1965.0,434.0,42.274,62,254,1187.998,448.963,2,1,10.736,1.271,0.022,0.063,0,4231864599,2830932061,255,0.103592,0.019048,0.059352,84.4,34.9,1,8.0,5,2,3,1,3,2,0,0,0,1,2,0,Generic,1
3347,0.066956,arp,ftp,ECO,36,6,3147.0,326.0,39.555,128,31,1232.942,831.747,1,1,3.548,2.663,3.038,14.578,255,2173911347,3258085642,255,0.026415,0.014143,0.026978,68.7,146.0,0,299.0,2,2,2,3,3,3,0,0,0,2,5,0,Fuzzers,1
3348,0.81088,icmp,ssh,ECO,30,4,2547.0,648.0,33.247,254,31,0.263,905.722,2,0,20.711,15.753,7.421,0.513,0,466792064,740673418,0,0.056633,0.008602,0.007353,65.3,194.7,0,48.0,3,1,0,4,3,2,1,0,0,1,3,0,Generic,1
3349,0.215368,tcp,pop3,ECO,29,10,1875.0,562.0,9.198,128,128,1439.421,827.026,1,1,0.675,4.109,8.032,0.317,255,807379426,2543058803,255,0.026637,0.022307,0.027609,132.2,114.1,1,827.0,1,0,2,2,1,2,0,0,1,1,2,0,Exploits,1
3350,0.163745,udp,smtp,FIN,6,14,1.0,968.0,22.967,128,31,282.174,316.25,0,1,25.91,9.29,8.672,27.981,0,609020097,711745562,255,0.043805,0.006182,0.017253,85.1,111.5,0,435.0,3,1,1,4,2,1,0,0,0,3,2,0,Normal,0
3351,0.302115,tcp,pop3,INT,8,8,290.0,257.0,12.494,128,254,1398.853,140.963,1,1,3.55,1.428,8.142,0.409,0,697733419,283032134,255,0.052384,0.024301,0.01842,190.4,141.5,0,86.0,4,1,1,2,1,2,0,0,1,0,3,0,Normal,0
3352,0.13605,tcp,dhcp,RST,9,14,122.0,756.0,6.051,128,128,1106.937,2892.698,0,0,22.738,3.391,4.596,0.227,0,217922768,4288010633,0,0.077451,0.014044,0.023697,6.1,125.3,0,198.0,1,2,0,0,1,2,0,1,0,4,2,1,Normal,0
3353,0.159716,tcp,pop3,INT,14,4,202.0,357.0,37.543,31,128,777.934,208.535,1,0,28.614,14.668,3.346,3.809,255,814221535,3290349202,255,0.007606,0.054334,0.023805,58.9,107.4,0,305.0,3,5,0,3,0,3,0,0,0,3,4,0,Normal,0
3354,0.411517,tcp,smtp,INT,8,9,196.0,179.0,11.962,254,254,1364.448,11.825,0,0,21.618,7.326,3.154,5.248,255,1981213048,399067650,255,0.065595,0.028758,0.034532,95.1,64.5,2,261.0,3,0,0,0,1,5,0,0,0,2,3,0,Normal,0
3355,0.277375,udp,dns,CON,11,4,981.0,211.0,1.13,254,62,1119.748,542.52,0,3,2.455,0.739,3.644,9.361,255,2986300706,285965343,0,0.06178,0.00931,0.05602,31.9,50.7,0,49.0,4,3,3,3,3,0,0,1,0,2,1,0,Normal,0
3356,0.994829,tcp,pop3,INT,11,8,338.0,108.0,40.138,128,31,1014.022,653.511,1,2,5.582,10.116,1.57,36.539,0,2768156336,59559778,0,0.027503,0.026954,0.022704,41.7,111.9,0,615.0,4,2,0,2,6,2,0,1,0,4,7,0,Normal,0
3357,0.50464,tcp,pop3,RST,24,10,1009.0,285.0,0.806,128,254,694.519,239.712,2,2,2.28,22.913,3.075,3.519,255,2650443307,2917719581,255,0.164169,0.007789,0.014367,24.5,6.7,0,132.0,7,1,4,3,3,3,0,0,1,1,3,0,Generic,1
3358,0.765343,ospf,ftp,FIN,10,7,359.0,109.0,124.42,254,128,1059.79,2262.45,0,0,3.04,3.49,0.646,12.018,0,2318478930,2333756695,0,0.001371,0.032261,0.045844,122.9,221.9,0,419.0,6,2,2,2,4,2,0,0,0,3,2,0,Normal,0
3359,0.21377,tcp,-,RST,23,9,966.0,28.0,23.877,31,31,202.289,2406.081,0,2,2.339,0.055,6.121,0.203,0,781730000,3144835277,255,0.147958,0.050313,0.006406,17.4,161.4,0,188.0,3,5,4,3,1,3,0,0,0,1,7,0,Generic,1
3360,0.676406,tcp,pop3,RST,24,5,4413.0,564.0,35.13,128,128,380.89,809.442,1,0,3.559,12.34,0.588,1.242,255,48719547,943105047,0,0.026148,0.025296,0.001961,205.5,240.7,0,172.0,4,4,2,0,1,2,0,1,0,1,1,0,Generic,1
3361,0.695113,tcp,http,FIN,11,3,322.0,225.0,38.471,62,128,108.647,1510.072,1,1,14.999,15.818,0.144,1.362,0,2286184414,724037369,255,0.056477,0.005851,0.020057,97.7,87.7,0,16.0,2,3,1,0,2,0,0,1,0,1,4,0,Normal,0
3362,0.960628,tcp,dhcp,RST,8,6,424.0,218.0,63.198,128,254,1360.5,13.673,1,1,3.006,10.052,9.539,14.782,255,3722148965,3872666834,255,0.067703,0.00603,0.071451,144.4,423.5,0,82.0,4,2,0,5,1,4,0,0,1,4,3,0,Normal,0
3363,0.18158,tcp,-,REQ,31,8,506.0,20.0,12.099,62,31,223.094,826.433,2,2,27.993,19.152,8.444,10.754,0,1142060572,1561574863,0,0.040288,0.00643,0.003088,62.5,37.5,1,89.0,2,3,1,1,3,1,0,1,0,4,2,0,Generic,1
3364,0.035272,udp,dhcp,CON,23,11,1862.0,1252.0,9.346,128,31,487.138,55.702,1,2,3.917,8.345,6.548,0.097,255,2340633057,3404655715,255,0.011293,0.000329,0.013202,25.2,61.2,0,9.0,3,0,5,1,0,3,0,0,0,3,5,0,Generic,1
3365,0.36005,icmp,ssh,INT,9,10,61.0,262.0,43.656,62,62,613.581,3221.25,1,0,5.511,6.331,1.788,6.063,255,1407289713,3615727445,255,0.005709,0.002051,0.001292,135.5,17.5,1,61.0,5,2,2,3,4,2,0,0,1,1,5,0,Normal,0
3366,0.012722,tcp,ftp,REQ,9,8,292.0,93.0,5.621,254,254,1441.718,976.871,1,1,58.511,20.607,13.288,2.683,255,588991293,2962907120,0,0.140811,0.00098,0.006857,130.6,36.5,1,442.0,4,4,2,1,1,1,0,0,0,2,6,0,Normal,0
3367,1.26318,tcp,-,CON,35,11,2926.0,104.0,43.729,62,128,305.377,1003.12,2,0,3.449,2.19,10.499,0.147,0,1376102769,3291344002,0,0.007622,0.035795,0.019756,1.3,213.4,0,388.0,4,1,3,2,1,2,0,0,1,3,4,0,Exploits,1
3368,0.034723,tcp,pop3,REQ,22,8,753.0,185.0,141.109,62,254,294.709,33.037,1,0,0.144,16.914,0.253,0.856,0,930533241,104520030,0,0.120062,0.036707,0.031678,154.1,72.3,0,131.0,1,3,4,3,6,2,0,0,0,4,4,1,Generic,1
3369,0.339415,icmp,-,REQ,7,9,405.0,398.0,24.031,31,254,1861.463,1342.061,2,1,3.693,14.771,7.029,21.21,255,519469822,4107601106,0,0.038761,0.010757,0.004385,2.2,118.9,1,3.0,2,2,2,4,2,4,0,0,2,4,3,0,Normal,0
3370,0.814598,tcp,-,INT,9,10,68.0,81.0,17.96,31,31,1113.751,586.949,1,0,18.524,2.512,0.447,3.738,0,1926030719,1424156192,255,0.269378,0.03676,0.009298,46.1,108.2,0,267.0,6,0,1,2,2,1,0,0,0,0,1,0,Normal,0
3371,0.207888,tcp,pop3,INT,29,6,445.0,358.0,21.145,128,128,7968.203,177.765,0,1,1.216,0.422,1.95,0.968,255,422371985,119419391,255,0.178056,0.000788,0.014873,178.5,4.2,0,174.0,1,1,1,2,5,4,0,0,0,4,3,0,DoS,1
3372,0.715083,ospf,ssh,REQ,13,11,1149.0,1082.0,117.596,62,128,977.766,2301.354,2,1,5.157,0.08,2.483,0.378,255,2091881676,3299241499,255,0.046062,0.016709,0.099181,165.4,18.2,0,129.0,4,4,1,2,2,4,0,0,0,0,1,0,Normal,0
3373,0.556837,tcp,http,REQ,23,10,626.0,2030.0,64.07,254,31,1562.104,227.585,0,0,10.13,8.723,2.959,0.025,255,2541025850,601420083,255,0.115839,0.004305,0.02117,47.6,108.7,0,85.0,5,2,1,3,2,3,0,0,0,3,4,0,DoS,1
3374,0.073885,tcp,ftp,INT,10,9,390.0,1479.0,188.443,62,62,69.802,299.587,1,2,5.528,17.382,3.599,3.172,0,2840995367,1347072259,255,0.031593,0.002776,0.006374,1.5,11.5,1,157.0,3,0,3,1,1,2,0,1,1,1,0,0,Normal,0
3375,0.574124,tcp,ssh,ECO,8,7,222.0,279.0,15.99,128,31,1662.916,2702.109,1,0,1.042,5.891,2.696,4.705,255,3262843400,4189216376,255,0.025511,0.027548,0.017504,320.1,43.9,1,111.0,3,4,2,1,1,1,0,0,0,2,3,0,Normal,0
3376,0.272477,tcp,ssh,ECO,14,7,20.0,119.0,1.886,31,128,2720.822,410.303,1,0,1.806,1.668,6.324,1.173,255,1773228194,2591604341,0,0.050639,0.001472,0.007412,41.2,87.2,1,55.0,0,2,3,1,4,2,1,0,1,4,2,0,Normal,0
3377,0.19875,ospf,ftp,INT,9,11,98.0,178.0,41.593,128,254,792.726,211.269,0,0,29.408,12.841,0.615,0.246,0,1589253780,3815400745,0,0.054529,0.026263,0.007585,42.5,20.6,0,68.0,1,3,3,2,3,4,0,0,0,3,0,0,Normal,0
3378,0.539361,tcp,dns,RST,40,8,1125.0,323.0,58.593,254,31,198.116,45.853,0,4,5.677,0.961,8.073,3.34,0,3706857024,273782737,0,0.011443,0.01267,0.027135,93.7,24.1,0,56.0,4,4,3,0,5,1,0,0,0,4,4,0,Reconnaissance,1
3379,1.044574,tcp,-,RST,11,7,1011.0,4.0,51.379,128,254,945.501,31.409,2,0,7.138,0.849,3.947,0.237,0,2982412881,819116144,255,0.017331,0.006867,0.037183,31.4,67.0,2,375.0,5,1,2,2,5,3,0,0,1,5,6,0,Normal,0
3380,0.973326,tcp,-,FIN,31,14,1118.0,676.0,86.161,31,62,18.639,1818.158,2,0,3.723,15.237,1.342,16.798,255,3178133407,2685353909,255,0.028466,0.01978,0.008543,56.6,366.2,0,532.0,0,2,4,2,2,0,0,0,0,4,3,0,Analysis,1
3381,0.712379,tcp,dhcp,REQ,19,10,747.0,580.0,16.014,31,128,1260.442,121.73,0,2,4.741,3.971,1.851,4.399,255,3895719203,3939295461,0,0.10402,0.010035,0.008755,185.6,7.0,1,35.0,7,3,2,5,2,3,0,0,0,3,4,1,Normal,0
3382,0.498396,tcp,http,RST,22,11,1078.0,583.0,65.245,254,62,962.55,882.417,0,1,11.607,8.714,2.422,6.252,0,2868150169,2679706014,255,0.009031,0.001322,0.01806,17.0,100.4,0,40.0,3,3,3,3,5,2,1,0,0,1,5,0,DoS,1
3383,0.534799,icmp,dhcp,FIN,26,12,1563.0,1789.0,47.757,254,31,198.011,421.349,1,0,13.91,0.838,4.665,10.893,0,1366142100,584468375,0,0.012855,0.000815,0.00468,53.1,67.6,0,142.0,1,3,2,2,1,3,0,0,0,2,3,0,Reconnaissance,1
3384,0.577213,tcp,-,INT,31,8,2664.0,233.0,8.735,62,31,1347.591,195.327,0,0,0.651,32.881,4.65,7.314,255,3802630088,2289908270,0,0.005743,0.002617,0.013881,37.3,109.9,0,95.0,2,2,3,3,2,0,0,0,1,0,3,0,Generic,1
3385,0.344616,icmp,dhcp,RST,7,10,154.0,1648.0,49.123,31,254,1119.914,286.469,0,0,6.185,8.397,0.742,7.392,0,763172084,172857999,0,0.024831,0.022592,0.01715,6.7,87.7,0,72.0,3,3,0,3,2,2,0,0,0,1,1,0,Normal,0
3386,0.531389,udp,dns,ECO,34,6,2882.0,112.0,8.769,31,128,1758.644,153.568,2,1,15.61,1.662,1.503,1.062,0,3880601852,2199958692,255,0.010093,0.021578,0.002432,79.0,43.2,0,6.0,3,1,1,5,0,3,0,1,0,1,3,0,Generic,1
3387,0.065015,tcp,pop3,ECO,15,8,262.0,330.0,24.627,31,31,404.393,1174.723,1,1,29.763,8.74,3.851,7.613,0,3873858542,2763289112,255,0.127059,0.028667,0.021883,30.7,112.5,0,114.0,2,2,1,2,3,3,0,0,0,4,2,0,Normal,0
3388,0.855133,udp,pop3,REQ,32,4,1380.0,302.0,90.162,31,254,1451.064,23.733,0,1,1.584,28.625,10.16,5.915,0,3356757052,269315868,255,0.051525,0.008389,0.00128,201.4,5.2,3,281.0,3,4,0,1,2,2,0,0,0,1,5,0,Analysis,1
3389,0.138474,udp,ftp,FIN,8,5,421.0,89.0,52.66,31,128,1216.416,3658.359,1,1,6.086,2.521,1.666,0.515,0,2054703850,1745565172,255,0.000466,0.017557,0.04586,288.1,142.4,0,177.0,0,1,1,1,2,0,0,0,1,0,3,0,Normal,0
3390,0.248883,udp,ssh,FIN,5,9,231.0,598.0,25.305,254,62,153.202,277.237,0,2,19.187,12.178,5.821,6.088,0,1065104103,1294098778,255,0.107653,0.018788,0.026633,47.8,74.5,0,6.0,3,3,1,3,3,1,0,0,2,3,5,0,Normal,0
3391,1.520061,tcp,ftp,RST,10,10,234.0,816.0,45.482,128,31,308.07,852.068,1,1,21.618,9.416,7.437,3.152,0,3478421596,3512518750,0,0.036274,0.007359,0.000891,202.8,18.5,1,339.0,4,2,1,3,4,0,0,0,0,1,4,0,Normal,0
3392,0.454358,tcp,pop3,RST,23,6,4132.0,454.0,104.024,62,62,50.946,853.704,4,1,8.017,2.938,7.009,1.165,0,881884471,2574516257,0,0.062158,0.068677,0.015048,104.3,11.4,1,49.0,2,2,3,4,4,1,0,0,0,1,5,0,Exploits,1
3393,0.094635,tcp,dhcp,CON,34,7,2110.0,195.0,13.714,128,254,400.406,731.791,2,2,6.382,4.07,3.973,1.514,0,3665147332,103809748,0,0.137449,0.016754,0.016335,93.4,38.9,1,29.0,1,0,2,3,1,3,0,0,2,3,1,0,Backdoor,1
3394,0.006551,udp,pop3,FIN,7,7,74.0,1330.0,65.868,128,254,190.153,1815.988,1,1,9.068,18.841,1.676,3.208,255,652060335,18698818,255,0.000143,0.013518,0.029294,12.5,121.1,0,30.0,3,4,3,2,1,2,0,0,1,3,4,0,Normal,0
3395,0.061566,tcp,ssh,FIN,39,10,246.0,1387.0,39.053,254,254,331.294,90.299,0,1,4.785,2.082,6.077,11.517,0,1295084799,2213921422,255,0.000997,0.003786,0.017016,164.9,95.0,0,124.0,7,2,0,1,2,1,0,0,0,1,0,0,Exploits,1
3396,0.087314,tcp,ftp,ECO,25,6,930.0,787.0,7.882,31,254,156.852,1508.103,2,3,6.312,2.586,9.732,9.836,255,1057881754,3354155128,255,0.004512,0.014746,0.016649,252.3,0.4,1,76.0,4,3,2,1,2,3,0,0,0,2,4,0,Reconnaissance,1
3397,0.335956,tcp,-,RST,13,8,140.0,550.0,58.713,31,254,34.938,1611.554,2,1,17.298,16.981,9.642,2.999,0,2982649155,4009272932,255,0.114512,0.011154,0.006167,204.6,206.0,0,291.0,3,2,1,1,2,1,0,0,1,2,4,0,Normal,0
3398,0.361647,tcp,smtp,ECO,8,7,620.0,21.0,23.663,62,128,774.325,385.432,0,3,1.643,5.296,15.241,4.569,0,4151874431,538249212,255,0.10051,0.016526,0.021098,63.0,103.8,1,341.0,4,2,2,1,0,0,0,1,0,3,2,0,Normal,0
3399,0.237224,udp,http,FIN,26,7,1217.0,155.0,22.262,31,254,3329.292,84.696,0,0,18.711,6.105,1.602,3.298,255,788495638,1793468297,255,0.017475,0.028836,0.03489,101.9,133.0,2,191.0,2,1,2,1,3,0,0,0,0,2,0,0,Exploits,1
3400,0.269472,udp,smtp,RST,28,10,1157.0,121.0,44.36,31,31,327.036,265.43,1,2,0.884,18.133,0.678,1.817,0,2879875929,370535389,0,0.048844,0.00203,0.030302,97.3,74.6,0,421.0,6,1,3,2,2,3,0,0,0,2,3,0,Generic,1
3401,1.377729,udp,pop3,ECO,12,4,2592.0,172.0,52.535,31,31,656.974,1394.596,2,1,4.831,10.538,3.93,1.01,255,661880124,1897434227,0,0.100348,0.023376,0.003137,94.1,116.2,1,524.0,1,5,2,0,5,5,0,0,1,0,6,0,Normal,0
3402,0.538599,tcp,-,REQ,27,4,5432.0,297.0,10.776,254,128,242.569,197.453,1,0,0.421,2.446,0.487,11.403,0,1314867187,1917007714,255,0.007895,0.009254,0.014287,106.8,80.4,0,56.0,5,0,2,0,0,3,0,0,0,2,7,0,Fuzzers,1
3403,0.329508,tcp,dhcp,RST,15,7,260.0,488.0,72.6,62,128,784.69,318.457,1,0,4.384,9.618,6.09,2.294,0,133502144,3143640794,0,0.018534,0.027653,0.003116,84.5,33.3,3,210.0,2,1,1,1,1,2,0,0,0,1,1,0,Normal,0
3404,0.159647,udp,smtp,REQ,28,7,3285.0,185.0,2.036,62,62,678.914,730.7,2,0,10.097,7.496,1.836,0.378,255,2424916391,4065844762,255,0.05382,0.022714,0.005488,48.7,144.4,0,19.0,2,5,2,2,2,3,0,0,0,2,3,0,Reconnaissance,1
3405,0.08718,tcp,-,FIN,22,10,651.0,202.0,111.038,62,62,1488.689,26.838,1,2,6.106,3.565,3.118,1.665,0,2702223133,3672881611,255,0.04123,0.028798,0.022329,138.3,145.1,0,73.0,2,1,3,0,1,0,0,0,0,1,4,0,DoS,1
3406,0.084925,udp,ssh,INT,33,10,476.0,349.0,35.064,128,128,1295.298,343.59,0,1,7.59,30.745,5.297,1.046,255,1927476724,265615394,0,0.019674,0.005296,0.01854,70.6,88.9,1,175.0,2,4,0,2,1,1,0,0,1,1,5,0,Fuzzers,1
3407,0.513679,tcp,-,CON,7,9,452.0,120.0,13.434,128,62,1352.566,368.993,0,0,14.501,20.086,14.434,3.725,0,4278972193,3675618358,0,0.040177,0.00286,0.016339,100.6,42.7,1,126.0,1,3,6,0,2,1,0,0,1,3,2,0,Normal,0
3408,0.042182,tcp,smtp,FIN,10,3,322.0,155.0,11.341,128,254,570.137,239.251,1,3,2.768,14.866,5.022,4.233,0,2435488125,2217943759,255,0.009705,0.000628,0.032693,66.9,46.7,1,32.0,1,3,2,5,2,1,0,0,0,2,4,0,Normal,0
3409,0.467163,tcp,smtp,REQ,8,7,400.0,245.0,6.08,62,128,619.908,80.034,0,3,3.596,14.778,0.25,4.913,255,2513043551,2866848935,0,0.188763,0.05252,0.014154,75.0,467.2,0,200.0,3,1,3,1,3,2,1,0,0,2,4,0,Normal,0
3410,0.950943,udp,ssh,ECO,9,10,94.0,898.0,27.612,254,128,767.624,834.16,0,2,1.041,6.69,2.783,3.764,255,1792950813,3545143778,255,0.117704,0.009778,0.013443,61.6,14.6,0,46.0,3,3,1,4,2,1,0,0,0,5,0,1,Normal,0
3411,0.205529,tcp,dns,FIN,33,7,675.0,1.0,5.914,62,128,886.687,1849.017,1,2,26.75,6.523,4.263,9.626,255,1264960004,3989098768,0,0.043712,0.030266,0.043449,240.1,62.3,1,67.0,1,2,2,3,2,1,0,0,1,6,2,0,Generic,1
3412,3.165996,icmp,-,CON,15,4,446.0,29.0,1.668,31,254,1666.47,92.649,0,3,19.297,7.915,4.064,3.074,0,2871382665,726555877,255,0.034434,0.00027,0.002895,117.2,64.1,2,160.0,5,0,1,1,2,4,1,1,0,2,5,0,Normal,0
3413,0.20262,tcp,dns,RST,10,5,308.0,37.0,16.546,128,254,249.981,627.175,0,3,5.899,0.682,2.368,1.89,0,1502873230,1464660936,255,0.041784,0.029537,0.005488,130.1,37.3,2,162.0,3,2,1,3,4,4,0,0,0,1,4,0,Normal,0
3414,0.246489,tcp,pop3,CON,7,8,1674.0,996.0,11.668,254,254,306.349,278.15,1,1,9.475,1.626,6.572,1.672,255,3778663815,1086608594,0,0.011296,0.020316,0.005866,209.4,6.4,1,49.0,1,4,2,1,6,1,0,0,0,2,3,0,Normal,0
3415,2.287301,udp,dhcp,FIN,12,7,376.0,815.0,65.897,128,62,499.412,494.264,0,0,4.61,10.726,1.299,2.51,255,854950066,1907646557,255,0.032048,0.003509,0.013721,149.3,8.6,0,564.0,3,3,2,2,4,2,0,0,0,3,4,0,Normal,0
3416,0.233693,tcp,http,CON,14,9,413.0,480.0,15.155,31,128,3253.455,209.228,3,0,19.994,0.068,1.046,3.413,255,3828049460,2844931681,0,0.114033,0.027106,0.004591,39.5,37.1,1,182.0,0,2,4,4,0,1,0,0,0,3,1,0,Normal,0
3417,0.273144,tcp,ftp,FIN,19,7,1915.0,367.0,25.068,128,128,179.885,408.423,1,1,0.749,13.828,2.09,8.575,0,1866328654,2259665690,0,0.098319,0.012801,0.001387,15.7,16.3,0,257.0,3,2,2,2,1,2,0,0,1,1,4,1,Generic,1
3418,0.732433,arp,dhcp,ECO,35,5,4331.0,101.0,27.678,128,128,892.605,939.709,2,0,35.567,9.102,10.712,0.868,0,3642758444,2316203719,255,0.014948,0.006145,0.000811,208.2,173.5,0,235.0,2,2,2,4,5,2,1,0,0,4,2,0,Exploits,1
3419,0.863343,udp,ftp,INT,8,3,774.0,127.0,52.154,31,31,1564.205,604.961,0,0,2.593,9.45,18.662,0.476,255,2245859062,1263090778,0,0.036707,0.020889,0.00269,16.3,134.7,0,188.0,1,2,1,1,2,1,0,0,0,3,1,0,Normal,0
3420,0.632424,tcp,http,ECO,29,14,2173.0,21.0,51.629,128,31,1505.957,24.274,2,0,2.034,0.788,4.633,1.548,0,1305866806,2852182495,0,0.022298,0.012156,0.000802,416.8,17.7,0,140.0,3,3,0,1,3,5,0,0,0,1,4,0,DoS,1
3421,0.396024,udp,pop3,RST,33,5,2015.0,2.0,16.444,254,128,234.056,30.041,1,1,19.688,14.791,0.847,1.075,255,2587003133,3674923386,0,0.112676,0.001553,0.005686,106.2,26.4,0,181.0,3,1,0,0,1,0,0,0,0,2,2,0,DoS,1
3422,0.107173,tcp,dns,INT,3,9,1709.0,592.0,35.874,254,128,1294.402,1030.139,0,1,17.234,4.976,0.608,7.569,255,4275328130,1812841445,0,0.057873,0.003255,0.028621,26.7,61.9,0,110.0,3,0,1,0,1,0,0,0,0,1,5,1,Normal,0
3423,0.061179,tcp,smtp,ECO,31,12,4890.0,212.0,57.82,62,128,646.048,391.82,0,0,16.658,34.794,2.604,2.66,255,3629508592,1069745353,255,0.062978,0.033412,0.096045,177.9,7.1,1,37.0,0,2,2,0,0,4,0,0,1,2,2,0,Generic,1
3424,0.013235,tcp,dns,CON,12,5,219.0,1282.0,21.636,254,254,26.255,2570.877,1,0,7.217,21.11,2.643,2.342,0,3345615133,2223899354,0,0.0015,0.008897,0.030453,122.0,92.6,1,1160.0,2,4,4,5,4,5,0,0,0,1,3,0,Normal,0
3425,0.45302,tcp,smtp,CON,13,3,75.0,60.0,82.91,31,254,609.504,1249.184,0,0,1.029,5.465,7.706,1.574,0,2212330190,139086753,0,0.013292,0.020042,0.004137,36.2,589.2,0,23.0,1,2,0,0,1,0,0,0,1,1,3,0,Normal,0
